Word	POS	Level
keen	adjective	b1
keep	verb	a1
key	adjective	a1
key	noun	a1
key	verb	b1
keyboard	noun	b1
kick	noun	b1
kick	verb	b1
kid	noun	a2
kidnap	verb	c1
kidney	noun	c1
kill	verb	a2
killing	noun	b1
kilometre	noun	a1
kind	adjective	b1
kind	noun	a1
king	noun	a2
kingdom	noun	c1
kiss	noun	b1
kiss	verb	b1
kit	noun	b2
kitchen	noun	a1
knee	noun	a2
knife	noun	a2
knock	noun	b1
knock	verb	a2
know	verb	a1
knowledge	noun	a2
lab	noun	a2
label	noun	b1
label	verb	b1
laboratory	noun	b1
labour	noun	b2
lack	noun	b1
lack	verb	b1
lad	noun	c1
ladder	noun	b2
lady	noun	a2
lake	noun	a2
lamp	noun	a2
land	noun	a1
land	verb	a2
landing	noun	b2
landlord	noun	c1
landmark	noun	c1
landscape	noun	b2
lane	noun	b2
language	noun	a1
lap	noun	c1
laptop	noun	a2
large	adjective	a1
large-scale	adjective	c1
largely	adverb	b2
laser	noun	c1
last	noun	a2
last	adverb	a2
last	verb	a2
last	determiner	a1
late	adjective	a1
late	adverb	a1
lately	adverb	b2
later	adverb	a1
later	adjective	a2
latest	adjective	b1
latest	noun	b2
latter	adjective	c1
latter	noun	c1
laugh	noun	a1
laugh	verb	a1
laughter	noun	a2
launch	noun	b2
launch	verb	b2
law	noun	a2
lawn	noun	c1
lawsuit	noun	c1
lawyer	noun	a2
lay	verb	b1
layer	noun	b1
layout	noun	c1
lazy	adjective	a2
lead	noun	b1
lead	verb	a2
leader	noun	a2
leadership	noun	b2
leading	adjective	b1
leaf	noun	b1
leaflet	noun	b2
league	noun	b2
leak	noun	c1
leak	verb	c1
lean	verb	b2
leap	noun	c1
leap	verb	c1
learn	verb	a1
learning	noun	a2
least	determiner	a2
least	pronoun	a2
least	adverb	a2
leather	noun	b1
leave	noun	b2
leave	verb	a1
lecture	noun	a2
lecture	verb	a2
left	adjective	a1
left	noun	a1
left	adverb	a1
leg	noun	a1
legacy	noun	c1
legal	adjective	b1
legend	noun	b2
legendary	adjective	c1
legislation	noun	c1
legislative	adjective	c1
legislature	noun	c1
legitimate	adjective	c1
leisure	noun	b1
lemon	noun	a2
lend	verb	a2
length	noun	b1
lengthy	adjective	c1
lens	noun	b2
lesbian	adjective	c1
less	determiner	a2
less	pronoun	a2
less	adverb	a2
lesser	adjective	c1
lesson	noun	a1
let	verb	a1
lethal	adjective	c1
letter	noun	a1
level	adjective	b1
level	noun	a2
level	verb	b2
liable	adjective	c1
liberal	adjective	c1
liberal	noun	c1
liberation	noun	c1
liberty	noun	c1
library	noun	a1
licence	noun	b2
license	verb	c1
lie	noun	b1
lie	verb	a1
life	noun	a1
lifelong	adjective	c1
lifestyle	noun	a2
lifetime	noun	b2
lift	noun	a2
lift	verb	a2
light	adjective	a1
light	noun	a1
light	verb	a2
lighting	noun	b2
like	preposition	a1
like	noun	b1
like	verb	a1
likelihood	noun	c1
likely	adjective	a2
likewise	adverb	b2
limb	noun	c1
limit	noun	b1
limit	verb	b1
limitation	noun	b2
limited	adjective	b2
line	noun	a1
line	verb	b2
line-up	noun	c1
linear	adjective	c1
linger	verb	c1
link	noun	a2
link	verb	a2
lion	noun	a1
lip	noun	b1
liquid	adjective	b1
liquid	noun	b1
list	noun	a1
list	verb	a1
listen	verb	a1
listener	noun	a2
listing	noun	c1
literacy	noun	c1
literally	adverb	b2
literary	adjective	b2
literature	noun	b1
litre	noun	b2
litter	noun	b2
little	determiner	a1
little	adjective	a1
little	pronoun	a1
little	adverb	a2
live	adjective	b1
live	adverb	b1
live	verb	a1
lively	adjective	b2
liver	noun	c1
living	adjective	b1
living	noun	b1
load	noun	b2
load	verb	b2
loan	noun	b2
lobby	noun	c1
lobby	verb	c1
local	adjective	a1
local	noun	b1
locate	verb	b1
located	adjective	b1
location	noun	b1
lock	noun	a2
lock	verb	a2
log	noun	c1
log	verb	c1
logic	noun	c1
logical	adjective	b2
logo	noun	b2
lonely	adjective	b1
long	adjective	a1
long	adverb	a1
long-standing	adjective	c1
long-term	adjective	b2
long-term	adverb	b2
long-time	adjective	c1
look	noun	a2
look	verb	a1
loom	verb	c1
loop	noun	c1
loose	adjective	b2
lord	noun	b2
lorry	noun	a2
lose	verb	a1
loss	noun	b1
lost	adjective	a2
lot	pronoun	a1
lot	adverb	a1
lot	determiner	a1
lottery	noun	b2
loud	adjective	a2
loud	adverb	a2
loudly	adverb	a2
love	noun	a1
love	verb	a1
lovely	adjective	a2
low	adjective	a2
low	noun	b2
low	adverb	a2
lower	verb	b2
loyal	adjective	b2
loyalty	noun	c1
luck	noun	a2
lucky	adjective	a2
lunch	noun	a1
lung	noun	b2
luxury	noun	b1
lyric	noun	b2
machine	noun	a1
machinery	noun	c1
mad	adjective	b1
magazine	noun	a1
magic	adjective	b1
magic	noun	b1
magical	adjective	c1
magistrate	noun	c1
magnetic	adjective	c1
magnificent	adjective	b2
magnitude	noun	c1
mail	noun	a2
mail	verb	a2
main	adjective	a1
mainland	noun	c1
mainly	adverb	b1
mainstream	adjective	c1
mainstream	noun	c1
maintain	verb	b2
maintenance	noun	c1
major	adjective	a2
major	noun	c1
majority	noun	b2
make	noun	b2
make	verb	a1
make-up	noun	b2
making	noun	b2
male	adjective	a2
male	noun	a2
mall	noun	b1
man	noun	a1
manage	verb	a2
management	noun	b1
manager	noun	a2
mandate	noun	c1
mandatory	adjective	c1
manifest	verb	c1
manipulate	verb	c1
manipulation	noun	c1
manner	noun	a2
manufacture	verb	b2
manufacturing	noun	b2
manuscript	noun	c1
many	determiner	a1
many	pronoun	a1
map	noun	a1
map	verb	b2
marathon	noun	b2
March	noun	a1
march	noun	c1
march	verb	c1
margin	noun	b2
marginal	adjective	c1
marine	adjective	c1
mark	noun	a2
mark	verb	a2
marker	noun	b2
market	noun	a1
market	verb	b1
marketing	noun	b1
marketplace	noun	c1
marriage	noun	b1
married	adjective	a1
marry	verb	a2
martial	adjective	b2
mask	noun	c1
mass	adjective	b2
mass	noun	b2
massacre	noun	c1
massive	adjective	b2
master	noun	b2
master	verb	b2
match	noun	a1
match	verb	a1
matching	adjective	b2
mate	noun	b2
mate	verb	b2
material	adjective	b2
material	noun	a2
mathematical	adjective	c1
mathematics	noun	a2
maths	noun	a2
matter	noun	a2
matter	verb	a2
mature	adjective	c1
maximize	verb	c1
maximum	adjective	b2
maximum	noun	b2
May	noun	a1
may	modal verb	a2
maybe	adverb	a1
mayor	noun	b2
me	pronoun	a1
meal	noun	a1
mean	verb	a1
meaning	noun	a1
meaningful	adjective	c1
means	noun	b2
meantime	noun	c1
meanwhile	adverb	b1
measure	noun	b1
measure	verb	b1
measurement	noun	b2
meat	noun	a1
mechanic	noun	b2
mechanical	adjective	b2
mechanism	noun	b2
medal	noun	b2
media	noun	a2
medical	adjective	a2
medication	noun	b2
medicine	noun	a2
medieval	adjective	c1
meditation	noun	c1
medium	adjective	b1
medium	noun	b2
meet	verb	a1
meeting	noun	a1
melody	noun	c1
melt	verb	b2
member	noun	a1
membership	noun	b2
memo	noun	c1
memoir	noun	c1
memorable	adjective	b2
memorial	noun	c1
memory	noun	a2
mental	adjective	b1
mention	noun	b1
mention	verb	a2
mentor	noun	c1
menu	noun	a1
merchant	noun	c1
mercy	noun	c1
mere	adjective	c1
merely	adverb	c1
merge	verb	c1
merger	noun	c1
merit	noun	c1
mess	noun	b1
message	noun	a1
metal	noun	a2
metaphor	noun	b2
method	noun	a2
methodology	noun	c1
metre	noun	a1
middle	adjective	a2
middle	noun	a2
midnight	noun	a1
midst	noun	c1
might	modal verb	a2
migration	noun	c1
mild	adjective	b1
mile	noun	a1
militant	adjective	c1
militant	noun	c1
military	adjective	b2
military	noun	b2
militia	noun	c1
milk	noun	a1
mill	noun	c1
million	number	a1
mind	noun	a2
mind	verb	a2
mine	noun	b1
mine	pronoun	a2
miner	noun	b2
mineral	noun	b2
minimal	adjective	c1
minimize	verb	c1
minimum	adjective	b2
minimum	noun	b2
mining	noun	c1
minister	noun	b2
ministry	noun	c1
minor	adjective	b2
minority	noun	b2
minute	adjective	c1
minute	noun	a1
miracle	noun	c1
mirror	noun	a2
miserable	adjective	b2
misery	noun	c1
misleading	adjective	c1
miss	verb	a1
missile	noun	c1
missing	adjective	a2
mission	noun	b2
mistake	noun	a1
mistake	verb	b2
mix	noun	b1
mix	verb	b1
mixed	adjective	b2
mixture	noun	b1
mob	noun	c1
mobile	adjective	a2
mobile	noun	a2
mobility	noun	c1
mobilize	verb	c1
mode	noun	b2
model	noun	a1
model	verb	b2
moderate	adjective	c1
modern	adjective	a1
modest	adjective	b2
modification	noun	c1
modify	verb	b2
moment	noun	a1
momentum	noun	c1
Monday	noun	a1
money	noun	a1
monitor	noun	b2
monitor	verb	b2
monk	noun	c1
monkey	noun	a2
monopoly	noun	c1
monster	noun	b2
month	noun	a1
monthly	adjective	b2
monument	noun	b2
mood	noun	b1
moon	noun	a2
moral	adjective	b2
moral	noun	b2
morality	noun	c1
more	determiner	a1
more	pronoun	a1
more	adverb	a1
moreover	adverb	b2
morning	noun	a1
mortgage	noun	b2
mosque	noun	b2
most	determiner	a1
most	pronoun	a1
most	adverb	a1
mostly	adverb	a2
mother	noun	a1
motion	noun	b2
motivate	verb	b2
motivation	noun	b2
motive	noun	c1
motor	adjective	b2
motor	noun	b2
motorcycle	noun	a2
motorist	noun	c1
mount	verb	b2
mountain	noun	a1
mouse	noun	a1
mouth	noun	a1
move	noun	b1
move	verb	a1
movement	noun	a2
movie	noun	a1
moving	adjective	b2
much	determiner	a1
much	pronoun	a1
much	adverb	a1
mud	noun	b1
multiple	adjective	b2
multiply	verb	b2
mum	noun	a1
municipal	adjective	c1
murder	noun	b1
murder	verb	b1
muscle	noun	b1
museum	noun	a1
music	noun	a1
musical	adjective	a2
musical	noun	b1
musician	noun	a2
must	modal verb	a1
mutual	adjective	c1
my	determiner	a1
myself	pronoun	a2
mysterious	adjective	b2
mystery	noun	b1
myth	noun	b2
nail	noun	b1
naked	adjective	b2
name	noun	a1
name	verb	a1
namely	adverb	c1
narrative	adjective	b1
narrative	noun	b1
narrow	adjective	a2
narrow	verb	b2
nasty	adjective	b2
nation	noun	b1
national	adjective	a2
national	noun	b2
nationwide	adjective	c1
native	adjective	b1
native	noun	b1
natural	adjective	a1
naturally	adverb	b1
nature	noun	a2
naval	adjective	c1
navigation	noun	b2
near	preposition	a1
near	adjective	a1
near	adverb	a1
nearby	adjective	b2
nearby	adverb	b2
nearly	adverb	a2
neat	adjective	b2
necessarily	adverb	b1
necessary	adjective	a2
necessity	noun	b2
neck	noun	a2
need	modal verb	b1
need	noun	a2
need	verb	a1
needle	noun	b1
negative	adjective	a1
negative	noun	b2
neglect	verb	c1
negotiate	verb	b2
negotiation	noun	b2
neighbour	noun	a1
neighbourhood	noun	b1
neighbouring	adjective	c1
neither	determiner	a2
neither	pronoun	a2
neither	adverb	b1
nerve	noun	b2
nervous	adjective	a2
nest	noun	c1
net	adjective	c1
net	noun	b1
network	noun	a2
neutral	adjective	b2
never	adverb	a1
nevertheless	adverb	b2
new	adjective	a1
newly	adverb	b2
news	noun	a1
newsletter	noun	c1
newspaper	noun	a1
next	adjective	a1
next	noun	b1
next	adverb	a1
next to	preposition	a1
nice	adjective	a1
niche	noun	c1
night	noun	a1
nightmare	noun	b2
nine	number	a1
nineteen	number	a1
ninety	number	a1
no	determiner	a1
no	exclamation	a1
no one	pronoun	a1
noble	adjective	c1
nobody	pronoun	a1
nod	verb	c1
noise	noun	a2
noisy	adjective	a2
nominate	verb	c1
nomination	noun	c1
nominee	noun	c1
non-profit	adjective	c1
none	pronoun	a2
nonetheless	adverb	c1
nonsense	noun	c1
noon	noun	c1
nor	conjunction	b1
nor	adverb	b1
norm	noun	b2
normal	adjective	a2
normal	noun	b1
normally	adverb	a2
north	adjective	a1
north	noun	a1
north	adverb	a1
northern	adjective	b1
nose	noun	a1
not	adverb	a1
notable	adjective	c1
notably	adverb	c1
note	noun	a1
note	verb	b1
notebook	noun	b2
nothing	pronoun	a1
notice	noun	a2
notice	verb	a2
notify	verb	c1
notion	noun	b2
notorious	adjective	c1
novel	adjective	c1
novel	noun	a2
novelist	noun	b2
November	noun	a1
now	conjunction	b1
now	adverb	a1
nowadays	adverb	b2
nowhere	adverb	a2
nuclear	adjective	b1
number	noun	a1
number	verb	a2
numerous	adjective	b2
nurse	noun	a1
nursery	noun	c1
nursing	noun	b2
nut	noun	a2
nutrition	noun	b2
o'clock	adverb	a1
obesity	noun	b2
obey	verb	b2
object	noun	a1
object	verb	b2
objection	noun	c1
objective	adjective	b2
objective	noun	b2
obligation	noun	b2
oblige	verb	c1
observation	noun	b2
observe	verb	b2
observer	noun	b2
obsess	verb	c1
obsession	noun	c1
obstacle	noun	b2
obtain	verb	b2
obvious	adjective	b1
obviously	adverb	b1
occasion	noun	b1
occasional	adjective	c1
occasionally	adverb	b2
occupation	noun	b2
occupy	verb	b2
occur	verb	b1
occurrence	noun	c1
ocean	noun	a2
October	noun	a1
odd	adjective	b1
odds	noun	c1
of	preposition	a1
off	preposition	a1
off	adverb	a1
offence	noun	b2
offend	verb	b2
offender	noun	b2
offensive	adjective	b2
offer	noun	a2
offer	verb	a2
offering	noun	c1
office	noun	a1
officer	noun	a2
official	adjective	b1
official	noun	b2
offspring	noun	c1
often	adverb	a1
oh	exclamation	a1
oil	noun	a2
OK	adjective	a1
OK	adverb	a1
OK	exclamation	a1
old	adjective	a1
old-fashioned	adjective	b1
on	preposition	a1
on	adverb	a1
once	conjunction	b1
once	adverb	a1
one	number	a1
one	determiner	a1
one	pronoun	a1
ongoing	adjective	b2
onion	noun	a1
online	adjective	a1
online	adverb	a1
only	adjective	a1
only	adverb	a1
onto	preposition	a2
open	adjective	a1
open	verb	a1
opening	noun	b2
openly	adverb	b2
opera	noun	b2
operate	verb	b2
operation	noun	b1
operational	adjective	c1
operator	noun	b2
opinion	noun	a1
opponent	noun	b2
opportunity	noun	a2
oppose	verb	b2
opposed	adjective	b2
opposite	preposition	a1
opposite	adjective	a1
opposite	noun	a1
opposite	adverb	a1
opposition	noun	b2
opt	verb	c1
optical	adjective	c1
optimism	noun	c1
optimistic	adjective	b2
option	noun	a2
or	conjunction	a1
oral	adjective	c1
orange	adjective	a1
orange	noun	a1
orchestra	noun	b2
order	noun	a1
order	verb	a1
ordinary	adjective	a2
organ	noun	b2
organic	adjective	b2
organization	noun	a2
organizational	adjective	c1
organize	verb	a2
organized	adjective	b1
organizer	noun	b1
orientation	noun	c1
origin	noun	b2
original	adjective	a2
original	noun	b1
originally	adverb	b1
originate	verb	c1
other	adjective	a1
other	pronoun	a1
otherwise	adverb	b2
ought	modal verb	b1
our	determiner	a1
ours	pronoun	b1
ourselves	pronoun	a2
out	preposition	a1
out	adverb	a1
outbreak	noun	c1
outcome	noun	b2
outdoor	adjective	b1
outdoors	adverb	b1
outer	adjective	b2
outfit	noun	b2
outing	noun	c1
outlet	noun	c1
outline	noun	b2
outline	verb	b2
outlook	noun	c1
output	noun	b2
outrage	noun	c1
outside	preposition	a2
outside	adjective	a2
outside	noun	a2
outside	adverb	a1
outsider	noun	c1
outstanding	adjective	b2
oven	noun	a2
over	preposition	a1
over	adverb	a1
overall	adjective	b2
overall	adverb	b2
overcome	verb	b2
overlook	verb	c1
overly	adverb	c1
overnight	adverb	b2
overseas	adjective	b2
overseas	adverb	b2
oversee	verb	c1
overturn	verb	c1
overwhelm	verb	c1
overwhelming	adjective	c1
owe	verb	b2
own	adjective	a1
own	pronoun	a1
own	verb	a2
owner	noun	a2
ownership	noun	b2
oxygen	noun	b2
pace	noun	b2
pace	verb	b2
pack	noun	b1
pack	verb	a2
package	noun	b1
package	verb	b2
packet	noun	b2
pad	noun	c1
page	noun	a1
pain	noun	a2
painful	adjective	b1
paint	noun	a1
paint	verb	a1
painter	noun	a2
painting	noun	a1
pair	noun	a1
palace	noun	a2
pale	adjective	b1
palm	noun	b2
pan	noun	b1
panel	noun	b2
panic	noun	b2
pants	noun	a2
paper	noun	a1
parade	noun	b2
paragraph	noun	a1
parallel	adjective	b2
parallel	noun	b2
parameter	noun	c1
parent	noun	a1
parental	adjective	c1
parish	noun	c1
park	noun	a1
park	verb	a1
parking	noun	a2
parliament	noun	b2
parliamentary	adjective	c1
part	noun	a1
part-time	adjective	b2
partial	adjective	c1
partially	adverb	c1
participant	noun	b2
participate	verb	b1
participation	noun	b2
particular	adjective	a2
particularly	adverb	b1
partly	adverb	b2
partner	noun	a1
partnership	noun	b2
party	noun	a1
pass	noun	b1
pass	verb	a2
passage	noun	b2
passenger	noun	a2
passing	noun	c1
passion	noun	b1
passionate	adjective	b2
passive	adjective	c1
passport	noun	a1
password	noun	b2
past	preposition	a1
past	adjective	a1
past	noun	a1
past	adverb	a2
pastor	noun	c1
patch	noun	c1
patent	noun	c1
path	noun	b1
pathway	noun	c1
patience	noun	b2
patient	adjective	b2
patient	noun	a2
patrol	noun	c1
patron	noun	c1
pattern	noun	a2
pause	verb	b2
pay	noun	a2
pay	verb	a1
payment	noun	b1
peace	noun	a2
peaceful	adjective	b1
peak	noun	c1
peasant	noun	c1
peculiar	adjective	c1
peer	noun	b2
pen	noun	a1
penalty	noun	b2
pencil	noun	a1
penny	noun	a2
pension	noun	b2
people	noun	a1
pepper	noun	a1
per	preposition	a2
per cent	noun	a2
per cent	adverb	a2
per cent	adjective	a2
perceive	verb	b2
percentage	noun	b1
perception	noun	b2
perfect	adjective	a1
perfectly	adverb	b1
perform	verb	a2
performance	noun	b1
perhaps	adverb	a2
period	noun	a1
permanent	adjective	b2
permanently	adverb	b2
permission	noun	a2
permit	noun	b2
permit	verb	b2
persist	verb	c1
persistent	adjective	c1
person	noun	a1
personal	adjective	a1
personality	noun	a2
personally	adverb	b1
personnel	noun	c1
perspective	noun	b2
persuade	verb	b1
pet	noun	a2
petition	noun	c1
petrol	noun	a2
phase	noun	b2
phenomenon	noun	b2
philosopher	noun	c1
philosophical	adjective	c1
philosophy	noun	b2
phone	noun	a1
phone	verb	a1
photo	noun	a1
photograph	noun	a1
photograph	verb	a2
photographer	noun	b1
photography	noun	b1
phrase	noun	a1
physical	adjective	a2
physician	noun	c1
physics	noun	a2
piano	noun	a1
pick	noun	b2
pick	verb	a2
picture	noun	a1
picture	verb	b2
piece	noun	a1
pig	noun	a1
pile	noun	b2
pile	verb	b2
pill	noun	b2
pilot	noun	a2
pin	noun	b1
pin	verb	b1
pink	adjective	a1
pink	noun	a1
pioneer	noun	c1
pioneer	verb	c1
pipe	noun	b1
pipeline	noun	c1
pirate	noun	c1
pit	noun	c1
pitch	noun	b2
pity	noun	b2
place	noun	a1
place	verb	b1
placement	noun	b2
plain	adjective	b2
plan	noun	a1
plan	verb	a1
plane	noun	a1
planet	noun	a2
planning	noun	b1
plant	noun	a1
plant	verb	a2
plastic	adjective	a2
plastic	noun	a2
plate	noun	a2
platform	noun	a2
play	noun	a1
play	verb	a1
player	noun	a1
plea	noun	c1
plead	verb	c1
pleasant	adjective	b1
please	verb	a2
please	exclamation	a1
pleased	adjective	a2
pleasure	noun	b1
pledge	noun	c1
pledge	verb	c1
plenty	pronoun	b1
plot	noun	b1
plot	verb	b2
plug	noun	c1
plug	verb	c1
plunge	verb	c1
plus	conjunction	b2
plus	preposition	b1
plus	adjective	b2
plus	noun	b2
pocket	noun	a2
poem	noun	b1
poet	noun	b1
poetry	noun	b1
point	noun	a1
point	verb	b1
pointed	adjective	b2
poison	noun	b1
poison	verb	b1
poisonous	adjective	b1
pole	noun	c1
police	noun	a1
policeman	noun	a1
policy	noun	b1
polite	adjective	a2
political	adjective	b1
politician	noun	b1
politics	noun	b1
poll	noun	c1
pollution	noun	a2
pond	noun	c1
pool	noun	a1
poor	adjective	a1
pop	adjective	a2
pop	noun	a2
pop	verb	c1
popular	adjective	a1
popularity	noun	b2
population	noun	a2
port	noun	b1
portfolio	noun	c1
portion	noun	b2
portrait	noun	b1
portray	verb	c1
pose	verb	b2
position	noun	a2
position	verb	b2
positive	adjective	a1
positive	noun	b2
possess	verb	b2
possession	noun	a2
possibility	noun	a2
possible	adjective	a1
possibly	adverb	b1
post	noun	a1
post	verb	a1
post-war	adjective	c1
poster	noun	a2
postpone	verb	c1
pot	noun	b1
potato	noun	a1
potential	adjective	b2
potential	noun	b2
potentially	adverb	b2
pound	noun	a1
pour	verb	b1
poverty	noun	b1
powder	noun	b1
power	noun	a2
power	verb	b2
powerful	adjective	b1
practical	adjective	b1
practice	noun	a1
practise	verb	a1
practitioner	noun	c1
praise	noun	b2
praise	verb	b2
pray	verb	b1
prayer	noun	b1
preach	verb	c1
precede	verb	b2
precedent	noun	c1
precious	adjective	b2
precise	adjective	b2
precisely	adverb	b2
precision	noun	c1
predator	noun	c1
predecessor	noun	c1
predict	verb	a2
predictable	adjective	b2
prediction	noun	b1
predominantly	adverb	c1
prefer	verb	a1
preference	noun	b2
pregnancy	noun	c1
pregnant	adjective	b2
prejudice	noun	c1
preliminary	adjective	c1
premier	adjective	c1
premise	noun	c1
premium	noun	c1
preparation	noun	b2
prepare	verb	a1
prepared	adjective	b1
prescribe	verb	c1
prescription	noun	c1
presence	noun	b2
present	adjective	a1
present	noun	a1
present	verb	a2
presentation	noun	b1
presently	adverb	c1
preservation	noun	c1
preserve	verb	b2
preside	verb	c1
presidency	noun	c1
president	noun	a2
presidential	adjective	c1
press	noun	b1
press	verb	b1
pressure	noun	b1
prestigious	adjective	c1
presumably	adverb	c1
presume	verb	c1
pretend	verb	b1
pretty	adjective	a1
pretty	adverb	a1
prevail	verb	c1
prevalence	noun	c1
prevent	verb	a2
prevention	noun	c1
previous	adjective	b1
previously	adverb	b1
prey	noun	c1
price	noun	a1
price	verb	b2
pride	noun	b2
priest	noun	b1
primarily	adverb	b2
primary	adjective	b1
prime	adjective	b2
prince	noun	b1
princess	noun	b1
principal	adjective	b2
principal	noun	c1
principle	noun	b2
print	noun	b2
print	verb	a2
printer	noun	a2
printing	noun	b1
prior	adjective	b2
priority	noun	b2
prison	noun	a2
prisoner	noun	b1
privacy	noun	b2
private	adjective	b1
privatization	noun	c1
privilege	noun	c1
prize	noun	a2
probability	noun	b2
probable	adjective	b2
probably	adverb	a1
probe	noun	c1
problem	noun	a1
problematic	adjective	c1
procedure	noun	b2
proceed	verb	b2
proceeding	noun	c1
proceeds	noun	c1
process	noun	a2
process	verb	b2
processing	noun	c1
processor	noun	c1
proclaim	verb	c1
produce	noun	b2
produce	verb	a2
producer	noun	b1
product	noun	a1
production	noun	b1
productive	adjective	c1
productivity	noun	c1
profession	noun	b1
professional	adjective	a2
professional	noun	b2
professor	noun	a2
profile	noun	a2
profit	noun	b1
profitable	adjective	c1
profound	adjective	c1
program	noun	a2
program	verb	b1
programme	noun	a1
programming	noun	b2
progress	noun	a2
progress	verb	b2
progressive	adjective	b2
prohibit	verb	b2
project	noun	a1
project	verb	b2
projection	noun	c1
prominent	adjective	c1
promise	noun	a2
promise	verb	a2
promising	adjective	b2
promote	verb	b1
promotion	noun	b2
prompt	verb	b2
pronounce	verb	a2
pronounced	adjective	c1
proof	noun	b2
propaganda	noun	c1
proper	adjective	b1
properly	adverb	b1
property	noun	b1
proportion	noun	b2
proposal	noun	b2
propose	verb	b2
proposition	noun	c1
prosecute	verb	c1
prosecution	noun	c1
prosecutor	noun	c1
prospect	noun	b2
prospective	adjective	c1
prosperity	noun	c1
protect	verb	a2
protection	noun	b2
protective	adjective	c1
protein	noun	b2
protest	noun	b1
protest	verb	b1
protester	noun	b2
protocol	noun	c1
proud	adjective	b1
prove	verb	b1
provide	verb	a2
province	noun	c1
provincial	adjective	c1
provision	noun	c1
provoke	verb	c1
psychiatric	adjective	c1
psychological	adjective	b2
psychologist	noun	b2
psychology	noun	b2
pub	noun	a2
public	adjective	a2
public	noun	a2
publication	noun	b2
publicity	noun	b2
publish	verb	a2
publishing	noun	b2
pull	noun	b1
pull	verb	a2
pulse	noun	c1
pump	noun	c1
pump	verb	c1
punch	noun	c1
punch	verb	c1
punish	verb	b1
punishment	noun	b1
punk	noun	b2
pupil	noun	b2
purchase	noun	b2
purchase	verb	b2
pure	adjective	b2
purely	adverb	b2
purple	adjective	a1
purple	noun	a1
purpose	noun	a2
pursue	verb	b2
pursuit	noun	b2
push	noun	b1
push	verb	a2
put	verb	a1
puzzle	noun	b2
qualification	noun	b1
qualified	adjective	b1
qualify	verb	b1
quality	noun	a2
quantity	noun	a2
quarter	noun	a1
queen	noun	a2
query	noun	c1
quest	noun	c1
question	noun	a1
question	verb	a2
questionnaire	noun	b2
queue	noun	b1
queue	verb	b1
quick	adjective	a1
quickly	adverb	a1
quiet	adjective	a1
quietly	adverb	a2
quit	verb	b1
quite	adverb	a1
quota	noun	c1
quotation	noun	b1
quote	noun	b1
quote	verb	b1
race	noun	a2
race	verb	a2
racial	adjective	b2
racing	noun	b1
racism	noun	b2
racist	adjective	b2
racist	noun	b2
radar	noun	c1
radiation	noun	b2
radical	adjective	c1
radio	noun	a1
rage	noun	c1
raid	noun	c1
rail	noun	b2
railway	noun	a2
rain	noun	a1
rain	verb	a1
raise	verb	a2
rally	noun	c1
rally	verb	c1
random	adjective	b2
range	noun	b1
range	verb	b2
rank	noun	b2
rank	verb	b2
ranking	noun	c1
rape	noun	c1
rape	verb	c1
rapid	adjective	b2
rapidly	adverb	b2
rare	adjective	b1
rarely	adverb	b1
rat	noun	b2
rate	noun	a2
rate	verb	b2
rather	adverb	a2
rating	noun	b2
ratio	noun	c1
rational	adjective	c1
raw	adjective	b2
ray	noun	c1
reach	noun	b2
reach	verb	a2
react	verb	a2
reaction	noun	b1
read	verb	a1
reader	noun	a1
readily	adverb	c1
reading	noun	a1
ready	adjective	a1
real	adjective	a1
realistic	adjective	b2
reality	noun	b1
realization	noun	c1
realize	verb	a2
really	adverb	a1
realm	noun	c1
rear	adjective	c1
reason	noun	a1
reasonable	adjective	b2
reasonably	adverb	b2
reasoning	noun	c1
reassure	verb	c1
rebel	noun	c1
rebellion	noun	c1
rebuild	verb	b2
recall	verb	b2
receipt	noun	b1
receive	verb	a2
receiver	noun	b2
recent	adjective	a2
recently	adverb	a2
reception	noun	a2
recession	noun	b2
recipe	noun	a2
recipient	noun	c1
reckon	verb	b2
recognition	noun	b2
recognize	verb	a2
recommend	verb	a2
recommendation	noun	b1
reconstruction	noun	c1
record	noun	a2
record	verb	a2
recording	noun	a2
recount	verb	c1
recover	verb	b2
recovery	noun	b2
recruit	verb	b2
recruitment	noun	b2
recycle	verb	a2
red	adjective	a1
red	noun	a1
reduce	verb	a2
reduction	noun	b2
refer	verb	a2
referee	noun	b2
reference	noun	b1
referendum	noun	c1
reflect	verb	b1
reflection	noun	c1
reform	noun	c1
reform	verb	c1
refuge	noun	c1
refugee	noun	b2
refusal	noun	c1
refuse	verb	a2
regain	verb	c1
regard	noun	b2
regard	verb	b2
regardless	adverb	c1
regime	noun	c1
region	noun	a2
regional	adjective	b2
register	noun	b2
register	verb	b2
registration	noun	b2
regret	noun	b2
regret	verb	b2
regular	adjective	a2
regularly	adverb	b1
regulate	verb	b2
regulation	noun	b2
regulator	noun	c1
regulatory	adjective	c1
rehabilitation	noun	c1
reign	noun	c1
reinforce	verb	b2
reject	verb	b1
rejection	noun	c1
relate	verb	b1
related	adjective	b1
relation	noun	b1
relationship	noun	a2
relative	adjective	b1
relative	noun	b1
relatively	adverb	b2
relax	verb	a1
relaxed	adjective	b1
relaxing	adjective	b1
release	noun	b1
release	verb	b1
relevance	noun	c1
relevant	adjective	b2
reliability	noun	c1
reliable	adjective	b1
relief	noun	b2
relieve	verb	b2
relieved	adjective	b2
religion	noun	b1
religious	adjective	b1
reluctant	adjective	c1
rely	verb	b2
